Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	1.2096e+06		761450	1.14498e+06		887136
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	7.03168e+06	6.9962e+06	6.84143e+06	6.7897e+06	6.73886e+06	7.0868e+06
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	6.08196e+07	6.05373e+07	6.08318e+07	5.91643e+07	6.2101e+07	5.75959e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	7.68467e+07	7.66287e+07	7.48565e+07	7.71792e+07	7.72533e+07	7.58822e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1.51501e+06	1.86336e+06	1.52546e+06	1.53565e+06	1.4951e+06	1.52345e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	2.98705e+07	2.97987e+07	3.14313e+07	2.97572e+07	2.98222e+07	2.97516e+07
O00625	PIR_HUMAN	PIR	Pirin	1.85935e+07	1.81357e+07	1.79455e+07	1.80529e+07	1.86474e+07	1.84733e+07
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	1.04238e+07	1.14757e+07	1.05156e+07	1.05739e+07	9.93886e+06	1.00554e+07
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2.11676e+06	3.14658e+06	1.52193e+06	2.21174e+06	2.10763e+06	1.88455e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5.44479e+06	5.75409e+06	4.39054e+06	4.87498e+06	4.96092e+06	5.16281e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	543039	445372	420034	575505	622461	452492
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4.81653e+06	4.83872e+06	4.56642e+06	5.01398e+06	5.05608e+06	5.22904e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	1.4914e+07	1.54479e+07	1.53865e+07	1.36681e+07	1.45485e+07	1.46195e+07
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	1.94339e+07	2.24446e+07	2.21287e+07	1.9246e+07	2.23915e+07	2.1298e+07
O01159	RSP7_CAEEL	rsp-7	Probable splicing factor, arginine/serine-rich 7	591668	519494	745296	1.02439e+06	910600	806106
O01422	CSN2_CAEEL	csn-2	COP9 signalosome complex subunit 2		386583		533815	649066	489130
O01479	TMOD_CAEEL	unc-94	Tropomodulin	1.40574e+06	1.44475e+06	1.24372e+06	1.90896e+06	1.87265e+06	1.75802e+06
O01498	STAM1_CAEEL	stam-1	Signal transducing adapter molecule 1	1.30956e+06	1.06955e+06	1.08304e+06	1.32007e+06	1.20363e+06	1.11517e+06
O01504	RLA2_CAEEL	C37A2.7	60S acidic ribosomal protein P2	2.77721e+08	2.87112e+08	2.82019e+08	3.57539e+08	3.55554e+08	3.59778e+08
O01530	ASP6_CAEEL	asp-6	Aspartic protease 6	4.3797e+07	4.44211e+07	4.40802e+07	5.45296e+07	5.37644e+07	5.40284e+07
O01541	SYAC_CAEEL	aars-2	Alanine--tRNA ligase, cytoplasmic	8.30746e+06	8.66502e+06	8.3546e+06	1.08389e+07	1.07379e+07	1.09162e+07
O01578	MPC2_CAEEL	mpc-2	Probable mitochondrial pyruvate carrier 2	3.14401e+06	3.21362e+06	3.29925e+06	3.72129e+06	3.5882e+06	3.67606e+06
O01592	CYSK3_CAEEL	cysl-3	Cysteine synthase 3	4.73341e+06	5.89353e+06	5.61694e+06	6.48861e+06	7.18379e+06	6.19285e+06
O01615	AN322_CAEEL	T19H12.2	Acidic leucine-rich nuclear phosphoprotein 32-related protein 2	1.11309e+07	1.35221e+07	1.1068e+07	1.48813e+07	1.43381e+07	1.30988e+07
O01634	INX12_CAEEL	inx-12	Innexin-12	1.49913e+06	1.5144e+06	1.47603e+06	1.7698e+06	1.96821e+06	2.10997e+06
O01658	NO66_CAEEL	jmjc-1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66		317300				
O01692	RS17_CAEEL	rps-17	40S ribosomal protein S17	8.84813e+07	8.4375e+07	9.04387e+07	1.15122e+08	1.40764e+08	1.21293e+08
O01757	NAT10_CAEEL	nath-10	RNA cytidine acetyltransferase	1.06119e+06	923725	1.10606e+06	1.28208e+06	1.34333e+06	1.39552e+06
O01761	UNC89_CAEEL	unc-89	Muscle M-line assembly protein unc-89	1.36077e+07	1.36568e+07	1.3296e+07	1.64267e+07	1.62065e+07	1.69542e+07
O01763	NCBP1_CAEEL	ncbp-1	Nuclear cap-binding protein subunit 1	1.38504e+06	1.15577e+06		1.3938e+06	1.3577e+06	1.24379e+06
O01789	SMC1_CAEEL	him-1	Structural maintenance of chromosomes protein 1	1.01408e+06	928385	942414	1.22612e+06	1.33881e+06	1.1913e+06
O01802	RL7_CAEEL	rpl-7	60S ribosomal protein L7	1.21589e+08	1.25236e+08	1.24923e+08	1.5112e+08	1.5846e+08	1.48739e+08
O01803	RB11A_CAEEL	rab-11.1	Ras-related protein rab-11.1	6.7324e+06	6.87672e+06	7.14558e+06	8.52698e+06	9.2044e+06	9.92039e+06
O01805	ACBP1_CAEEL	acbp-1	Acyl-CoA-binding protein homolog 1	8.31114e+07	8.97487e+07	8.25041e+07	1.07267e+08	1.0596e+08	1.0997e+08
O01812	FABP6_CAEEL	lbp-6	Fatty acid-binding protein homolog 6	1.25339e+08	1.28387e+08	1.11738e+08	1.67332e+08	1.74376e+08	1.78043e+08
O01814	FABP5_CAEEL	lbp-5	Fatty acid-binding protein homolog 5	1.28876e+07	1.33056e+07	1.26739e+07	1.58394e+07	1.65409e+07	1.65898e+07
O01824	PDXK_CAEEL	pdxk-1	Putative pyridoxal kinase	1.21322e+06	1.25735e+06	1.36815e+06	1.5706e+06	1.50057e+06	1.71998e+06
O01829;Q21289	SSP10_CAEEL;SSP19_CAEEL	ssp-10;ssp-19	Sperm-specific class P protein 19	1.77563e+06	1.88508e+06	1.86689e+06	2.45815e+06	2.50544e+06	2.3891e+06
O01868	RL24_CAEEL	rpl-24.1	60S ribosomal protein L24	5.26016e+07	5.3251e+07	5.34761e+07	6.45025e+07	6.76777e+07	6.58319e+07
O01884	COQ6_CAEEL	coq-6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	345128	382541	329933	381788	420735	422601
O01925	MBOA5_CAEEL	mboa-6	Lysophospholipid acyltransferase 5	753579	801790	640568	983853	1.00598e+06	1.25208e+06
O01971	EMR1_CAEEL	emr-1	Emerin homolog 1	2.12883e+06	2.31276e+06	2.27063e+06	2.75685e+06	3.49361e+06	3.51846e+06
O01974	EIF3H_CAEEL	eif-3.H	Eukaryotic translation initiation factor 3 subunit H	7.43564e+06	6.78505e+06	6.86841e+06	8.99992e+06	8.60809e+06	9.21336e+06
O02056	RL4_CAEEL	rpl-4	60S ribosomal protein L4	1.86814e+08	1.84911e+08	1.80385e+08	2.22198e+08	2.28424e+08	2.23027e+08
O02108	CDC37_CAEEL	cdc-37	Probable Hsp90 co-chaperone cdc37	5.98275e+06	5.77398e+06	6.23554e+06	7.50626e+06	8.12968e+06	9.0204e+06
O02115	PCNA_CAEEL	pcn-1	Proliferating cell nuclear antigen	5.22424e+06	4.93046e+06	5.00852e+06	5.98268e+06	6.27104e+06	7.06731e+06
O02161	TIM44_CAEEL	tin-44	Probable mitochondrial import inner membrane translocase subunit tin-44	2.41783e+06	2.50116e+06	2.2847e+06	3.09043e+06	3.28336e+06	3.4115e+06
O02323	FABP7_CAEEL	lbp-7	Fatty acid-binding protein homolog 7	8.08493e+06	7.55053e+06	8.05482e+06	9.86862e+06	8.49844e+06	9.87e+06
O02328	EIF3C_CAEEL	eif-3.C	Eukaryotic translation initiation factor 3 subunit C	1.40436e+07	1.45188e+07	1.44336e+07	1.67002e+07	1.64963e+07	1.64013e+07
O02365	IFA2_CAEEL	mua-6	Intermediate filament protein ifa-2	2.14308e+07	3.64289e+07	2.22148e+07	3.09116e+07	4.37708e+07	2.68638e+07
O02485	YDJ1_CAEEL	ZK1073.1	Uncharacterized protein ZK1073.1	4.66285e+06	4.72968e+06	5.12018e+06	6.18976e+06	6.11104e+06	5.60438e+06
O02495	SYB1_CAEEL	snb-1	Synaptobrevin-1	6.35344e+06	5.54038e+06	4.7162e+06	7.61473e+06	6.23572e+06	6.56674e+06
O02621	GPX1_CAEEL	gpx-1	Glutathione peroxidase 1	1.09653e+06	985198	1.03781e+06	1.00715e+06	1.23229e+06	1.11567e+06
O02639	RL19_CAEEL	rpl-19	60S ribosomal protein L19	7.66485e+07	7.88871e+07	8.07592e+07	9.81918e+07	1.00428e+08	1.05033e+08
O02640	MDHM_CAEEL	mdh-2	Probable malate dehydrogenase, mitochondrial	1.55849e+08	1.61477e+08	1.62376e+08	2.00107e+08	1.99303e+08	2.10957e+08
O02658;P91420	GLC7C_CAEEL;GLC7D_CAEEL	gsp-3;gsp-4	Serine/threonine-protein phosphatase PP1-gamma	227253	280110	373401	344596	456776	471875
O13516	RS9A_YEAST	RPS9A	40S ribosomal protein S9-A	6.83344e+07	7.29645e+07	7.33004e+07	3.37796e+07	3.61546e+07	3.54934e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	969775	867414	863860	493353		335422
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	5.69075e+06	5.03981e+06	3.9462e+06	2.25526e+06	1.47297e+06	1.58675e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	3.7207e+06	4.00905e+06	3.60066e+06	1.79332e+06	1.8102e+06	1.81446e+06
O14455	RL36B_YEAST	RPL36B	60S ribosomal protein L36-B	1.39758e+08	1.33763e+08	1.36955e+08	7.15973e+07	6.7447e+07	6.70663e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	6.26221e+07	6.92346e+07	6.79998e+07	3.1644e+07	3.07607e+07	3.52199e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	4.16516e+06	3.53131e+06	3.92523e+06	3.86678e+06	3.63985e+06	4.30973e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	1.0096e+06	1.05164e+06	1.25766e+06	1.03624e+06	893512	921378
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	7.04992e+06	7.13542e+06	6.56916e+06	7.15393e+06	7.2953e+06	5.05695e+06
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2.5979e+06	2.62107e+06	2.44963e+06	2.84272e+06	2.61831e+06	2.96528e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	2.94123e+06	3.12833e+06	2.82023e+06	2.57775e+06	2.63126e+06	2.90764e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4.01651e+06	3.86615e+06	4.10566e+06	4.04917e+06	3.6806e+06	3.3398e+06
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5.31145e+06	5.78583e+06	4.71156e+06	5.17898e+06	6.12627e+06	5.89813e+06
O14556	G3PT_HUMAN	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	5.05918e+06	5.5844e+06	4.87904e+06	5.42875e+06	5.58986e+06	5.79149e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2.29802e+07	2.0206e+07	2.11598e+07	2.2546e+07	2.00877e+07	2.26821e+07
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6.39604e+06	5.96505e+06	5.79331e+06	6.12227e+06	6.18986e+06	5.86898e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	362557		507868		399459	
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	1.18492e+08	1.12573e+08	1.21014e+07	6.68629e+07	8.30823e+07	5.52958e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	1.10638e+07	1.28578e+07	1.20381e+07	9.89532e+06	1.20233e+07	9.37676e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4.64352e+06	5.6827e+06	5.60718e+06	5.08491e+06	5.05082e+06	5.42049e+06
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	1.81131e+06	1.56833e+06	1.44583e+06	1.6375e+06	1.82938e+06	2.33174e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	623228	501703	442472	623007	574594	655258
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2.3857e+06	2.27275e+06	2.03459e+06	2.12747e+06	2.28347e+06	2.25381e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3.92062e+06	3.61666e+06	3.75235e+06	3.83358e+06	3.77178e+06	3.81252e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	527887	504263	353098	579813	614172	492586
O14662	STX16_HUMAN	STX16	Syntaxin-16	1.1739e+06	1.115e+06	1.07631e+06	986354	1.15077e+06	990465
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	5.3092e+06	4.64052e+06	5.33057e+06	5.33039e+06	4.99316e+06	4.79183e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	1.32026e+07	1.31162e+07	1.28424e+07	1.20259e+07	1.14165e+07	1.26545e+07
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	237290	157759	182674	190486	167372	194837
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	599367	538545		573487	386666	605454
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3.18867e+07	3.3078e+07	3.39693e+07	3.31327e+07	3.53386e+07	3.14211e+07
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1.87077e+06	1.31877e+06	932741		1.30293e+06	1.20979e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	4.70364e+06	5.15171e+06	4.67278e+06	4.59672e+06	4.78342e+06	4.71094e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	1.80145e+07	1.70083e+07	1.72242e+07	1.70678e+07	1.69677e+07	1.74198e+07
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	1.9988e+07	1.9312e+07	1.94781e+07	1.88083e+07	1.86004e+07	1.87796e+07
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.91721e+07	1.89746e+07	1.79676e+07	1.94348e+07	1.88768e+07	1.8311e+07
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	682106	984940	847576	776812	947989	823536
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	1.3065e+06	1.25236e+06	1.61169e+06	1.12454e+06	1.27654e+06	1.31077e+06
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	246686	334782	331641	281843	314265	373272
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	1.15418e+07	1.24978e+07	1.26374e+07	1.19172e+07	1.18339e+07	1.12929e+07
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	2.60165e+07	2.72252e+07	2.89615e+07	2.90474e+07	2.87349e+07	3.06668e+07
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	528081	583897	618534	646068	637116	668179
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	3.88806e+06	3.37182e+06	2.44503e+06	3.50636e+06	2.74157e+06	2.95395e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	6.2841e+07	6.33123e+07	6.90342e+07	6.0834e+07	6.36588e+07	6.27074e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	2.19669e+07	2.22731e+07	2.22541e+07	2.13326e+07	2.21505e+07	2.22074e+07
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3.65589e+07	3.61608e+07	3.38191e+07	3.72489e+07	3.62037e+07	3.79541e+07
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	444289	403754	201477	433099	350337	207609
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1.20683e+06	2.0684e+06	1.50334e+06	1.1973e+06	1.69759e+06	1.20437e+06
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	3.10533e+06	3.03273e+06	2.8641e+06	2.9183e+06	3.1683e+06	2.91735e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	546679	532597	319514	299315	262194	305438
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3.31484e+06	3.26924e+06	2.77493e+06	3.44807e+06	3.12974e+06	2.2939e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1.53768e+07	1.71698e+07	1.72771e+07	1.94494e+07	1.64125e+07	1.94321e+07
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	5.05208e+06	5.07238e+06	4.56521e+06	4.52348e+06	4.70746e+06	4.97983e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	2.56368e+07	2.40477e+07	2.32218e+07	2.40152e+07	2.20274e+07	2.14856e+07
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2.50405e+07	2.43374e+07	2.29707e+07	2.42347e+07	2.5641e+07	2.3301e+07
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	654200	636216	650228	812453	479804	568035
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	5.44702e+06	5.44041e+06	5.09617e+06	5.60723e+06	4.95674e+06	5.47844e+06
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5.20589e+06	5.4202e+06	5.83771e+06	5.45361e+06	5.44352e+06	5.27251e+06
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	294242	376544	257200	346671	427177	423423
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	9.78546e+06	9.16062e+06	9.23011e+06	9.15777e+06	8.94004e+06	8.94103e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	1.07028e+07	1.11991e+07	1.1532e+07	1.07114e+07	1.12155e+07	1.06843e+07
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	411346	694303	476400	428599	619577	641562
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4.73879e+07	4.81874e+07	4.73364e+07	4.62299e+07	4.66153e+07	4.66748e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	2.29523e+07	2.0657e+07	2.19857e+07	2.13495e+07	2.04062e+07	1.93474e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	1.46199e+06	1.81907e+06	1.54962e+06	1.44988e+06	1.79231e+06	1.41281e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	352447		350648	216970	349485	
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1.35179e+06	1.30337e+06	1.2563e+06	1.30782e+06	1.37506e+06	1.25969e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	8.20899e+06	8.40813e+06	8.68322e+06	8.46791e+06	8.05168e+06	8.00132e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	4.29866e+06	3.77078e+06	3.66599e+06	4.20634e+06	3.64515e+06	3.51544e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	1.38889e+07	1.42066e+07	1.58601e+07	1.49186e+07	1.52298e+07	1.61165e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.09686e+06	990137	1.05315e+06	1.0292e+06	974164	1.0749e+06
O15061	SYNEM_HUMAN	SYNM	Synemin	1.12051e+06	1.09841e+06	1.07027e+06	1.09627e+06	1.11183e+06	1.1998e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	2.49908e+07	2.51547e+07	2.513e+07	2.41874e+07	2.4293e+07	2.43573e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	1.14063e+06	1.14413e+06	774395	960795	796898	782913
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1.04125e+06	998131	1.14645e+06	985006	1.12301e+06	1.18458e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	677095	582225	737902	472436	660324	621373
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.40968e+06	2.35067e+06	2.49664e+06	2.2695e+06	2.37257e+06	2.12686e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3.22915e+06	3.51348e+06	3.35572e+06	3.10742e+06	3.34319e+06	3.37809e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	3.51267e+06	3.86452e+06	3.28531e+06	3.64027e+06	3.70603e+06	3.59421e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	3.16548e+06	2.80589e+06	2.65746e+06	2.59711e+06	2.91668e+06	2.35906e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2.08182e+06	1.8752e+06	2.60963e+06	1.9282e+06	2.19914e+06	1.99211e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.38746e+07	1.34698e+07	1.46741e+07	1.28362e+07	1.34148e+07	1.39388e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.18722e+07	1.12675e+07	1.12066e+07	1.11718e+07	1.16422e+07	1.11961e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	8.73308e+06	8.99614e+06	6.72711e+06	8.99033e+06	9.04107e+06	6.61636e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.51261e+07	1.51005e+07	1.55029e+07	1.45556e+07	1.52635e+07	1.49441e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.43269e+06	1.50574e+06	1.58817e+06	1.38624e+06	1.18195e+06	1.50827e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	891724	1.44613e+06	1.39146e+06	971087	1.44195e+06	
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	2.23583e+07	2.22147e+07	2.24989e+07	2.21072e+07	2.1363e+07	2.04523e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	551898	566366	552895	645694	493750	370386
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.04769e+07	2.02914e+07	2.15453e+07	1.8513e+07	1.91002e+07	1.90226e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	3.67039e+06	3.62856e+06	3.46428e+06	3.04207e+06	3.78462e+06	4.05694e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	5.79437e+06	6.27029e+06	5.93449e+06	5.87843e+06	5.91496e+06	6.38894e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	416792	317096	406518	314192	386242	339692
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.41226e+06	2.57034e+06	2.30674e+06	2.38357e+06	2.65587e+06	2.27848e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	191736	153237	189446	160726	112954	174250
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	4.90217e+06	4.00465e+06	4.70525e+06	5.33868e+06	4.02809e+06	4.23308e+06
O15258	RER1_HUMAN	RER1	Protein RER1	4.66078e+06	5.40304e+06	4.15388e+06	3.78719e+06	2.40622e+06	2.97566e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.47514e+07	1.33767e+07	1.32634e+07	1.35839e+07	1.3597e+07	1.31604e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6.30753e+06	6.31111e+06	6.33138e+06	5.60838e+06	6.12291e+06	5.77194e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	1.83979e+06	2.0085e+06	1.69417e+06	1.87943e+06	1.59641e+06	1.7145e+06
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	3.50136e+06	3.84713e+06	3.99804e+06	3.47945e+06	3.62456e+06	3.70471e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.24066e+07	2.11631e+07	2.09218e+07	1.92801e+07	1.87106e+07	1.98687e+07
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7						912172
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1		887292				
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	986697	1.13785e+06	1.35881e+06	957678	1.26876e+06	1.47195e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	3.79429e+07	3.48765e+07	3.51822e+07	3.45207e+07	3.11821e+07	3.34969e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.18674e+07	2.17354e+07	2.07059e+07	2.05559e+07	2.04983e+07	2.07729e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	3.77425e+06	3.28854e+06	3.35325e+06	3.23374e+06	3.35944e+06	3.18693e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	573130	497715	467914	426170	471588	367371
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	1.91235e+07	2.09615e+07	1.95375e+07	1.97981e+07	2.06001e+07	2.12666e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.00763e+07	2.03743e+07	1.78557e+07	1.87492e+07	1.8457e+07	1.89148e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.12521e+06	1.25391e+06	1.22409e+06	1.21956e+06	1.15814e+06	1.15846e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	2.10337e+07	2.20306e+07	2.25304e+07	2.24087e+07	2.18544e+07	2.32514e+07
