Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
O00255	MEN1_HUMAN	MEN1	Menin	1.69017e+06
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	1.40156e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	3.14492e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	1.3293e+07
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	1.61037e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	9.71808e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	514376
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	717475
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	1.14202e+08
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	2.23182e+07
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	8.97833e+06
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3.49976e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	1.59922e+06
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	988584
O00410	IPO5_HUMAN	IPO5	Importin-5	2.709e+07
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	6.43749e+06
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6.93182e+07
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	3.81506e+07
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	1.51649e+07
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	6.82912e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	2.40344e+06
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	1.93051e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	568115
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	1.44282e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	554005
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	6.90461e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	4.99582e+06
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	9.46091e+06
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3.4717e+07
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2.44649e+07
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	5.6505e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2.6007e+07
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	844919
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	2.43381e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	1.04484e+07
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3.98454e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	1.4946e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	6.05702e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	7.80822e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1.75126e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	3.00185e+07
O00625	PIR_HUMAN	PIR	Pirin	1.69536e+07
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	1.05743e+07
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1.41962e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4.05479e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	126445
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2.60148e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	5.40375e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	1.25961e+07
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	1.95334e+07
O01257				2.05537e+06
O01314				1.10121e+06
O01422	CSN2_CAEEL	csn-2	COP9 signalosome complex subunit 2	802572
O01426				373382
O01479	TMOD_CAEEL	unc-94	Tropomodulin	2.01683e+06
O01498	STAM1_CAEEL	stam-1	Signal transducing adapter molecule 1	1.11584e+06
O01504	RLA2_CAEEL	C37A2.7	60S acidic ribosomal protein P2	1.76117e+08
O01530	ASP6_CAEEL	asp-6	Aspartic protease 6	5.61783e+07
O01531				1.5641e+06
O01532				1.51359e+07
O01541	SYAC_CAEEL	aars-2	Alanine--tRNA ligase, cytoplasmic	1.07043e+07
O01542				8.81311e+07
O01572				1.28909e+06
O01576				2.94448e+06
O01577				1.29793e+07
O01578	MPC2_CAEEL	mpc-2	Probable mitochondrial pyruvate carrier 2	2.5858e+06
O01592	CYSK3_CAEEL	cysl-3	Cysteine synthase 3	6.60905e+06
O01593				2.73022e+06
O01602;Q86NC2				8.82681e+06
O01615	AN322_CAEEL	T19H12.2	Acidic leucine-rich nuclear phosphoprotein 32-related protein 2	1.55011e+07
O01634	INX12_CAEEL	inx-12	Innexin-12	958309
O01658	NO66_CAEEL	jmjc-1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.18291e+06
O01683	SSP1B_CAEEL	hmg-3	FACT complex subunit ssrp1-B	1.63136e+06
O01685				1.33779e+07
O01692	RS17_CAEEL	rps-17	40S ribosomal protein S17	1.20101e+08
O01755				326998
O01761	UNC89_CAEEL	unc-89	Muscle M-line assembly protein unc-89	1.35291e+07
O01763	NCBP1_CAEEL	ncbp-1	Nuclear cap-binding protein subunit 1	1.31089e+06
O01789	SMC1_CAEEL	him-1	Structural maintenance of chromosomes protein 1	6.33284e+06
O01802	RL7_CAEEL	rpl-7	60S ribosomal protein L7	1.2282e+08
O01803	RB11A_CAEEL	rab-11.1	Ras-related protein rab-11.1	1.11571e+07
O01804				2.55511e+06
O01805	ACBP1_CAEEL	acbp-1	Acyl-CoA-binding protein homolog 1	9.67505e+07
O01806				3.65679e+07
O01808				179590
O01812	FABP6_CAEEL	lbp-6	Fatty acid-binding protein homolog 6	1.49937e+08
O01813				4.0164e+08
O01814	FABP5_CAEEL	lbp-5	Fatty acid-binding protein homolog 5	1.69338e+07
O01816				1.01933e+07
O01826				1.70086e+06
O01829;Q21289	SSP10_CAEEL;SSP19_CAEEL	ssp-10;ssp-19	Sperm-specific class P protein 19	2.65145e+06
O01864				473788
O01868	RL24_CAEEL	rpl-24.1	60S ribosomal protein L24	5.83018e+07
O01869				1.05949e+08
O01882;Q95R03				1.2183e+06
O01884	COQ6_CAEEL	coq-6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	283877
O01925	MBOA5_CAEEL	mboa-6	Lysophospholipid acyltransferase 5	1.0453e+06
O01971	EMR1_CAEEL	emr-1	Emerin homolog 1	1.81078e+06
O01974	EIF3H_CAEEL	eif-3.H	Eukaryotic translation initiation factor 3 subunit H	8.76404e+06
O01991	EF2K_CAEEL	efk-1	Eukaryotic elongation factor 2 kinase	1.02979e+06
O02056	RL4_CAEEL	rpl-4	60S ribosomal protein L4	1.28987e+08
O02082				5.50227e+06
O02089				5.93088e+07
O02106				6.53631e+06
O02108;Q336L8	CDC37_CAEEL	cdc-37	Probable Hsp90 co-chaperone cdc37	9.30889e+06
O02109				2.80421e+06
O02115	PCNA_CAEEL	pcn-1	Proliferating cell nuclear antigen	1.10044e+07
O02141				6.71196e+06
O02153				1.36403e+07
O02155				3.28849e+07
O02158				7.43086e+06
O02161	TIM44_CAEEL	tin-44	Probable mitochondrial import inner membrane translocase subunit tin-44	5.87611e+06
O02215				2.0864e+06
O02225				6.35106e+06
O02236				2.62463e+06
O02252				3.24956e+06
O02266				5.39065e+06
O02267				1.0831e+07
O02268				834303
O02286				3.64443e+07
O02323	FABP7_CAEEL	lbp-7	Fatty acid-binding protein homolog 7	1.0419e+07
O02325				933357
O02327	LTV1_CAEEL	T23D8.3	Protein LTV1 homolog	398127
O02328	EIF3C_CAEEL	eif-3.C	Eukaryotic translation initiation factor 3 subunit C	7.01822e+06
O02365	IFA2_CAEEL	mua-6	Intermediate filament protein ifa-2	2.66515e+07
O02485	YDJ1_CAEEL	ZK1073.1	Uncharacterized protein ZK1073.1	7.97958e+06
O02495	SYB1_CAEEL	snb-1	Synaptobrevin-1	7.16857e+06
O02621	GPX1_CAEEL	gpx-1	Glutathione peroxidase 1	490540
O02637				1.1305e+06
O02639	RL19_CAEEL	rpl-19	60S ribosomal protein L19	9.58324e+07
O02640	MDHM_CAEEL	mdh-2	Probable malate dehydrogenase, mitochondrial	1.89127e+08
O02642				2.46993e+07
O13516	RS9A_YEAST	RPS9A	40S ribosomal protein S9-A	4.30773e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2.51271e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	1.42922e+06
O14455	RL36B_YEAST	RPL36B	60S ribosomal protein L36-B	2.28955e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	2.55719e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	3.36235e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	912790
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	6.17514e+06
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	3.08174e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6.2953e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	2.32793e+06
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5.84377e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2.35516e+07
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6.14398e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	2.08508e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	2.09575e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	5.08463e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	6.91304e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5.2551e+06
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	921983
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	1.43892e+06
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2.48908e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3.73216e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	1.30949e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	979026
O14662	STX16_HUMAN	STX16	Syntaxin-16	1.23773e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	5.56601e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	1.29325e+07
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	303944
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1.18251e+06
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	2.93482e+07
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1.06984e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	5.47672e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	2.81659e+07
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	1.95996e+07
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.57581e+07
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1.13912e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	2.11908e+06
O14770	MEIS2_HUMAN	MEIS2	Homeobox protein Meis2	237811
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	420255
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	1.29718e+07
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	1.70287e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	5.27647e+06
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	1.45178e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	4.24109e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	6.77653e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	2.13085e+07
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2.78832e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3.93087e+07
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	6.04927e+06
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2.29697e+06
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	5.7592e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	759264
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	2.28455e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1.87622e+07
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	5.92492e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	1.72892e+07
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2.74137e+07
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1.45263e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	6.19525e+06
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6.36048e+06
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	359098
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	9.11412e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	1.14703e+07
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	2.6026e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	3.99049e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	1.8848e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	3.49333e+06
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1.04163e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	7.6879e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	3.99918e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	8.94737e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.56228e+06
O15061	SYNEM_HUMAN	SYNM	Synemin	1.14335e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	1.92397e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	4.40546e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1.27078e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	645734
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1.76811e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.02902e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3.43841e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	4.19947e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	3.79505e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1.76397e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.48888e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.23228e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	1.60245e+07
O15155	BET1_HUMAN	BET1	BET1 homolog	7.55284e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.6131e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.21786e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	2.24699e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	656703
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	1.66709e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	3.57098e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	1.03438e+07
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	679163
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	574778
O15234	CASC3_HUMAN	CASC3	Protein CASC3	1.36647e+07
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	3.82538e+06
O15258	RER1_HUMAN	RER1	Protein RER1	5.55353e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.33787e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6.22399e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	3.19865e+06
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	4.99064e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.23189e+07
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	2.09644e+06
O15320				1.00381e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1.56519e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4.41327e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.16291e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	5.97067e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	173634
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	1.69141e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.06925e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.55492e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5.82979e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.18227e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	2.1488e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	3.86806e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	1.01207e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	1.17486e+06
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	2.5875e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	1.37169e+07
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	4.44779e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	7.49553e+06
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.50408e+07
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	1.83252e+06
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	6.86913e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2.1709e+06
O15523	DDX3Y_HUMAN	DDX3Y	ATP-dependent RNA helicase DDX3Y	5.78073e+06
O15530	PDPK1_HUMAN	PDPK1	3-phosphoinositide-dependent protein kinase 1	293192
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.4805e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	3.40184e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	258044
O16214				5.40455e+06
O16249;Q8IA89;Q8MXK1				1.14578e+07
O16254				1.1841e+06
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	2.32716e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	1.1128e+07
O16266				4.90993e+06
O16293				5.48468e+06
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	1.12844e+07
O16297				1.84282e+06
O16298				4.80898e+07
O16303				1.25074e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.56252e+08
O16309				2.35542e+06
O16315				1.32416e+06
O16319				2.43579e+06
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	7.74036e+06
O16454				875804
O16458				2.28607e+06
O16462				1.24194e+07
O16486				860623
O16487				4.54185e+06
O16517				1.55528e+08
O16518;Q86S57;Q8MXJ7				7.01204e+06
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.35117e+07
O16521				5.13018e+06
O16582				592952
O16619				1.49393e+06
O16720;Q86B39				1.89282e+06
O16725				1.69225e+06
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	4.6375e+06
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	4.66608e+06
O16928				486816
O16997				2.48921e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	1.35792e+07
O17004				1.00559e+06
O17005				252824
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	2.1664e+07
O17157				1.55108e+06
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	2.62096e+07
O17218				2.26552e+08
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	1.01494e+07
O17274				2.18121e+06
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	4.44454e+06
O17328				2.73474e+06
O17345				1.22253e+07
O17352				5.60764e+06
O17373				1.74524e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	9.39123e+06
O17405	PLDL_CAEEL	F09G2.8	Probable phospholipase D F09G2.8	562071
O17406				1.51592e+06
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	5.95938e+06
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	8.12589e+06
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	2.27313e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	1.2546e+07
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	5.23737e+06
O17621				3.17428e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	9.84078e+06
O17626				1.99865e+07
O17643				5.80435e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	7.23171e+07
O17685				8.95533e+06
O17687				9.26266e+06
O17694				4.77291e+07
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	1.61413e+06
O17721				2.0436e+06
O17730	THT2_CAEEL	mpst-1	Putative thiosulfate sulfurtransferase mpst-1	1.90703e+06
O17731				2.80366e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	1.815e+07
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	2.68459e+06
O17759				1.14537e+08
O17836				6.74477e+08
O17839				1.55971e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.13236e+07
O17891				3.34142e+06
O17892				2.56157e+06
O17893				3.73693e+06
O17895				268576
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	4.92186e+06
O17907	CTG1_CAEEL	ctg-1	Protein ctg-1	2.02668e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	3.95641e+08
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	2.33242e+07
O17921				4.7096e+07
O17939				3.76727e+06
O17944				1.00267e+06
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	5.35236e+07
O17954				4.81141e+06
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	648731
O18000				2.11761e+07
O18015;Q52GX6				1.96799e+06
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	8.18145e+06
O18089				1.33441e+07
O18131				1.13038e+06
O18154				2.16519e+07
O18155				903819
O18156				1.60598e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	5.4761e+06
O18180				1.30006e+07
O18181				1.32946e+06
O18183				536147
O18199				2.23542e+06
O18211	MO25M_CAEEL	mop-25.2	MO25-like protein 2	250075
O18215				1.20319e+06
O18216	PNO1_CAEEL	pno-1	RNA-binding protein pno-1	859190
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	4.47466e+06
O18235				1.31035e+06
O18236				9.07012e+06
O18240				1.49809e+08
O18307				1.07389e+07
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	6.66814e+07
O18693				5.66087e+06
O18694				2.34964e+06
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	9.25837e+06
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.19321e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	9.39895e+06
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2.44751e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	2.46068e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.88048e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.41339e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.34964e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.53291e+07
