Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	2.11458e+07
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	2.84479e+07
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	2.0399e+07
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	2.80901e+07
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	3.76765e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	5.4312e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	5.43437e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.22448e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	4.06194e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	7.66677e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	4.56857e+08
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	9.82729e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	4.31305e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.24574e+07
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.67889e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.00225e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	5.67433e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	2.18739e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	4.13272e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	2.5754e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	6.77791e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	4.95355e+07
O43815	STRN_HUMAN	STRN	Striatin	1.35472e+07
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	9.13439e+06
O43822	CF410_HUMAN	CFAP410	Cilia- and flagella-associated protein 410	2.48121e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	7.50683e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.53409e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	8.13908e+06
O43852	CALU_HUMAN	CALU	Calumenin	1.07581e+08
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	1.83727e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	3.83434e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	4.33646e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	1.70297e+07
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	6.49155e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	4.16267e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	2.37263e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	9.9302e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2.39645e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	2.65411e+07
O60238	BNI3L_HUMAN	BNIP3L	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	2.39326e+07
O60243	H6ST1_HUMAN	HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1	7.38297e+07
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	8.55787e+06
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	5.14768e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	2.01749e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	5.65458e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	3.02585e+07
O60282	KIF5C_HUMAN	KIF5C	Kinesin heavy chain isoform 5C	877021
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	1.01139e+07
O60292	SI1L3_HUMAN	SIPA1L3	Signal-induced proliferation-associated 1-like protein 3	9.47263e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	9.1555e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.27213e+07
O60315	ZEB2_HUMAN	ZEB2	Zinc finger E-box-binding homeobox 2	5.16139e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	2.2117e+06
O60331	PI51C_HUMAN	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	1.08172e+07
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	1.35168e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	2.7499e+07
O60346	PHLP1_HUMAN	PHLPP1	PH domain leucine-rich repeat-containing protein phosphatase 1	9.41725e+06
O60437	PEPL_HUMAN	PPL	Periplakin	2.45069e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	1.69587e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	1.13051e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	9.64746e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.70596e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	6.44153e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	2.88769e+08
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.02576e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	2.40692e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	3.46121e+07
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	1.01251e+07
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.97708e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	1.45314e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.18046e+08
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.51276e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	7.69299e+06
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	9.78728e+06
O60637	TSN3_HUMAN	TSPAN3	Tetraspanin-3	8.7491e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	3.03539e+07
O60662	KLH41_HUMAN	KLHL41	Kelch-like protein 41	7.24475e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	9.76055e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	9.17544e+08
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.57007e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	3.17179e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	5.31737e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	2.81557e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	4.28729e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.34395e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	5.14318e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.4289e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	6.7769e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.3139e+07
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.03577e+07
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	2.40073e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	3.04896e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.86308e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	4.43641e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.81663e+07
O60870	KIN17_HUMAN	KIN	DNA/RNA-binding protein KIN17	1.87887e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.06155e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	6.02564e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	4.31457e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	3.87626e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	2.20928e+06
O60930	RNH1_HUMAN	RNASEH1	Ribonuclease H1	1.10439e+07
O60934	NBN_HUMAN	NBN	Nibrin	1.56879e+07
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	2.41891e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	4.66739e+06
O75037	KI21B_HUMAN	KIF21B	Kinesin-like protein KIF21B	5.07869e+07
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	1.55631e+07
O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	9.13037e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	1.09541e+08
O75084	FZD7_HUMAN	FZD7	Frizzled-7	7.76465e+06
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	1.20082e+08
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.80083e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.51689e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	4.75735e+07
O75143	ATG13_HUMAN	ATG13	Autophagy-related protein 13	723452
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	3.33027e+06
O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	1.06086e+07
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	2.57092e+08
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	1.32869e+07
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	1.5846e+07
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.14976e+07
O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	819515
O75164	KDM4A_HUMAN	KDM4A	Lysine-specific demethylase 4A	964836
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.31402e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	6.27456e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.62367e+07
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	2.31776e+06
O75182	SIN3B_HUMAN	SIN3B	Paired amphipathic helix protein Sin3b	2.55838e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	8.91523e+07
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	1.39868e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	4.69284e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	8.12088e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.85084e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	1.29044e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	8.39323e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	4.3793e+07
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	2.06721e+08
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	6.87033e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	8.63725e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	2.22899e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	3.34686e+07
O75352	MPU1_HUMAN	MPDU1	Mannose-P-dolichol utilization defect 1 protein	488815
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	2.07921e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	4.29292e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.50112e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	8.36074e+07
O75379	VAMP4_HUMAN	VAMP4	Vesicle-associated membrane protein 4	4.28378e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	1.92523e+06
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	3.47641e+06
O75386	TULP3_HUMAN	TULP3	Tubby-related protein 3	4.60244e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.01126e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	1.08494e+07
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	1.04331e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	2.77295e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	7.4902e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	4.51577e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	6.92627e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	9.30046e+06
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	2.58823e+06
O75462	CRLF1_HUMAN	CRLF1	Cytokine receptor-like factor 1	2.16747e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	2.17537e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	8.59174e+06
O75487	GPC4_HUMAN	GPC4	Glypican-4	1.26572e+07
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	2.31807e+07
O75493	CAH11_HUMAN	CA11	Carbonic anhydrase-related protein 11	483950
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	9.78736e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.49198e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	1.02824e+07
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	4.67888e+08
O75530	EED_HUMAN	EED	Polycomb protein EED	2.30022e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.15923e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	3.30694e+08
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	3.15619e+07
O75554	WBP4_HUMAN	WBP4	WW domain-binding protein 4	5.8175e+06
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	2.9416e+07
O75581	LRP6_HUMAN	LRP6	Low-density lipoprotein receptor-related protein 6	2.3979e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	2.52415e+06
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	1.12935e+07
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	1.75687e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	4.92383e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	2.39151e+07
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	4.89232e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	1.45466e+08
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	6.90807e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	1.78913e+08
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	2.51694e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.57208e+06
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	1.57611e+08
O75717	WDHD1_HUMAN	WDHD1	WD repeat and HMG-box DNA-binding protein 1	5.33834e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	3.68251e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.04615e+07
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	1.22449e+07
O75781	PALM_HUMAN	PALM	Paralemmin-1	8.81247e+07
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	4.55215e+06
O75818	RPP40_HUMAN	RPP40	Ribonuclease P protein subunit p40	4.54732e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	3.22827e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	1.91745e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	6.59682e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	7.41865e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	5.09163e+07
O75882	ATRN_HUMAN	ATRN	Attractin	8.92627e+06
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	3.25727e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	6.63785e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	1.28646e+07
O75896	TUSC2_HUMAN	TUSC2	Tumor suppressor candidate 2	5.61824e+06
O75900	MMP23_HUMAN	MMP23B	Matrix metalloproteinase-23	4.90145e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	6.45011e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	1.82792e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	9.37483e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.33857e+08
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.63559e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	8.47174e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1.00131e+07
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	7.51093e+07
O75954	TSN9_HUMAN	TSPAN9	Tetraspanin-9	2.15734e+06
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	2.21738e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	2.18605e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.00509e+07
O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	2.04903e+07
O75971	SNPC5_HUMAN	SNAPC5	snRNA-activating protein complex subunit 5	4.85644e+06
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.01056e+06
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2.33276e+07
O76011	KRT34_HUMAN	KRT34	Keratin, type I cuticular Ha4	2.27404e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	2.76496e+07
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	6.33263e+06
O76061	STC2_HUMAN	STC2	Stanniocalcin-2	1.51832e+07
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	1.43666e+07
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	7.27818e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.84794e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	4.99604e+07
O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	6.49661e+06
O94769	ECM2_HUMAN	ECM2	Extracellular matrix protein 2	1.62324e+08
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	5.66695e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	4.56861e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	4.58758e+06
O94806	KPCD3_HUMAN	PRKD3	Serine/threonine-protein kinase D3	2.31094e+06
O94813	SLIT2_HUMAN	SLIT2	Slit homolog 2 protein	1.29468e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	3.59723e+07
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	9.32058e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.62687e+07
O94830	DDHD2_HUMAN	DDHD2	Phospholipase DDHD2	4.50981e+06
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	9.92336e+07
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	3.72785e+06
O94850	DEND_HUMAN	DDN	Dendrin	3.62888e+08
O94851	MICA2_HUMAN	MICAL2	[F-actin]-monooxygenase MICAL2	3.10005e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	2.70466e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	1.95693e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	3.02352e+07
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	1.41338e+07
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	5.36231e+08
O94887	FARP2_HUMAN	FARP2	FERM, ARHGEF and pleckstrin domain-containing protein 2	4.04078e+08
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	8.84182e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	2.35578e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	1.21724e+08
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	4.0314e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	3.58026e+07
O94913	PCF11_HUMAN	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	4.09491e+06
O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	3.40796e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	4.81972e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	1.6216e+07
O94953	KDM4B_HUMAN	KDM4B	Lysine-specific demethylase 4B	1.93835e+06
O94964	SOGA1_HUMAN	SOGA1	Protein SOGA1	3.90199e+06
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	3.52539e+07
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	3.4058e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	5.19372e+07
O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	1.68549e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	3.95778e+07
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	1.05485e+07
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.43341e+07
O95155	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	1.77916e+07
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	1.04087e+07
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	2.14057e+07
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	2.40572e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	3.99848e+06
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	3.07306e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	7.6767e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	1.11484e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	2.36198e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	1.4984e+07
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	1.8288e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	3.07005e+07
O95239	KIF4A_HUMAN	KIF4A	Chromosome-associated kinesin KIF4A	1.44131e+06
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	2.9465e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	3.62598e+06
O95251	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7	3.96548e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	4.82717e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	1.01123e+07
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	1.00517e+07
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	3.45172e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	1.01165e+08
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	4.74499e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	7.3858e+07
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	2.14738e+07
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	1.24182e+07
O95359	TACC2_HUMAN	TACC2	Transforming acidic coiled-coil-containing protein 2	2.15253e+06
O95361	TRI16_HUMAN	TRIM16	Tripartite motif-containing protein 16	1.27569e+07
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.67908e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	4.77141e+07
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	2.51153e+07
