Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	6.67825e+06
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	2.45221e+06
O43150	ASAP2_HUMAN	ASAP2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	3.91895e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	4.81551e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	1.1882e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	8.24997e+06
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	7.33901e+07
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	6.29011e+06
O43189	PHF1_HUMAN	PHF1	PHD finger protein 1	2.78875e+06
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	1.75223e+07
O43240	KLK10_HUMAN	KLK10	Kallikrein-10	2.35271e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	5.56118e+07
O43251;Q9NWB1	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	2.28351e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	5.47622e+06
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	2.47355e+06
O43278	SPIT1_HUMAN	SPINT1	Kunitz-type protease inhibitor 1	9.20702e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	1.01416e+07
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	5.07789e+06
O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3	2.22576e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	1.43647e+07
O43299	AP5Z1_HUMAN	AP5Z1	AP-5 complex subunit zeta-1	772385
O43301	HS12A_HUMAN	HSPA12A	Heat shock 70 kDa protein 12A	6.21615e+06
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	277165
O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	1.80305e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1.45147e+07
O43374	RASL2_HUMAN	RASA4	Ras GTPase-activating protein 4	2.10833e+06
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	8.31067e+07
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	9.83894e+06
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	5.86003e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	1.81356e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	9.52127e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	7.79326e+06
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	3.13213e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	9.9096e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.35238e+07
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	3.99471e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	4.93779e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	2.50448e+07
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	1.2463e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	1.16135e+07
O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1	1.65593e+07
O43521	B2L11_HUMAN	BCL2L11	Bcl-2-like protein 11	1.05537e+06
O43524	FOXO3_HUMAN	FOXO3	Forkhead box protein O3	892147
O43566	RGS14_HUMAN	RGS14	Regulator of G-protein signaling 14	829501
O43570	CAH12_HUMAN	CA12	Carbonic anhydrase 12	5.35015e+06
O43572	AKA10_HUMAN	AKAP10	A-kinase anchor protein 10, mitochondrial	1.283e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	9.88877e+06
O43592	XPOT_HUMAN	XPOT	Exportin-T	8.85053e+06
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	4.51288e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	3.64303e+06
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1.80867e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	2.76998e+07
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	5.91085e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	7.88564e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	1.55532e+07
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.23744e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	7.99164e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.28715e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	2.37512e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	4.50932e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	6.40842e+08
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	858917
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	1.5856e+07
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	5.30493e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	5.45336e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	8.4175e+06
O43752	STX6_HUMAN	STX6	Syntaxin-6	4.25291e+06
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	6.49518e+06
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	4.70339e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	4.60237e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	1.44376e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.36999e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	2.30056e+07
O43815	STRN_HUMAN	STRN	Striatin	7.38456e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	4.10746e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	3.31953e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	1.65521e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.42017e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	4.60536e+06
O43852	CALU_HUMAN	CALU	Calumenin	6.67456e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	1.94998e+07
O43866	CD5L_HUMAN	CD5L	CD5 antigen-like	3.31686e+06
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	931172
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	5.38683e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	5.03616e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	2.30996e+06
O43933	PEX1_HUMAN	PEX1	Peroxisomal ATPase PEX1	1.98792e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	5.05973e+06
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	6.44834e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	5.68578e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.45848e+07
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	9.86878e+06
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	4.77271e+07
O60235	TM11D_HUMAN	TMPRSS11D	Transmembrane protease serine 11D	9.69941e+06
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	7.00175e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	2.86197e+07
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	810209
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.69759e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	2.21807e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.11087e+07
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	959381
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	4.09135e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	2.21417e+07
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	2.24159e+06
O60331	PI51C_HUMAN	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	1.70952e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	4.78709e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	7.12342e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.91076e+06
O60437	PEPL_HUMAN	PPL	Periplakin	2.24982e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	5.16185e+06
O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	2.44031e+06
O60462	NRP2_HUMAN	NRP2	Neuropilin-2	2.70522e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	4.14388e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.6303e+07
O60496	DOK2_HUMAN	DOK2	Docking protein 2	3.75255e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	2.96639e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.34005e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.61921e+08
O60507	TPST1_HUMAN	TPST1	Protein-tyrosine sulfotransferase 1	702279
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	5.7788e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	4.99383e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	4.70994e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.14825e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	623674
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	6.79285e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.6612e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	3.99099e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.39614e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	2.64468e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	5.65836e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	5.55753e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	4.72274e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	4.83741e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.05132e+08
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	647232
O60711	LPXN_HUMAN	LPXN	Leupaxin	5.13859e+06
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.45644e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	1.97962e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	1.77977e+07
O60760	HPGDS_HUMAN	HPGDS	Hematopoietic prostaglandin D synthase	3.29578e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	7.31977e+06
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	3.16645e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	8.0062e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	9.35924e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	4.52964e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	6.60993e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	2.47063e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	3.81468e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	1.08872e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	3.73671e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	3.80085e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	720641
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	3.29294e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	8.03278e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	9.75429e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.23478e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	2.4956e+06
O60934	NBN_HUMAN	NBN	Nibrin	5.12263e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	3.66306e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.12501e+06
O75030	MITF_HUMAN	MITF	Microphthalmia-associated transcription factor	2.38727e+06
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	2.48427e+06
O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	591461
O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	7.86043e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	1.49912e+08
O75112	LDB3_HUMAN	LDB3	LIM domain-binding protein 3	3.48143e+06
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	1.42195e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.75829e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	3.7785e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	792926
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	2.51431e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	1.08789e+07
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	8.31963e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	5.21878e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	5.55607e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	6.75602e+06
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	1.9572e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	6.90822e+06
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	804573
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	2.34774e+07
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.82348e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	1.18812e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.1208e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	1.37692e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	4.32076e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	2.49691e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	4.39065e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	3.16e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	1.07348e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	3.1482e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	3.17599e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	4.684e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	3.15551e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	1.03551e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	3.03585e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	1.96624e+06
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	1.41557e+06
O75385	ULK1_HUMAN	ULK1	Serine/threonine-protein kinase ULK1	180662
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	6.86171e+07
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	4.81004e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	3.52803e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	8.77208e+06
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	6.14122e+06
O75414	NDK6_HUMAN	NME6	Nucleoside diphosphate kinase 6	288293
O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	6.15308e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	4.66985e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	2.671e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	1.51948e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	9.95074e+06
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	1.09134e+06
O75449	KTNA1_HUMAN	KATNA1	Katanin p60 ATPase-containing subunit A1	2.33229e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	1.85662e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	6.91109e+06
O75487	GPC4_HUMAN	GPC4	Glypican-4	2.08328e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1.26189e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	1.92887e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.47977e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	3.24913e+06
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	3.65185e+06
O75530	EED_HUMAN	EED	Polycomb protein EED	1.70598e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	4.26305e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2.63285e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.94216e+07
O75554	WBP4_HUMAN	WBP4	WW domain-binding protein 4	1.72038e+06
O75563	SKAP2_HUMAN	SKAP2	Src kinase-associated phosphoprotein 2	784401
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.05373e+07
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	1.09304e+06
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	5.84084e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	1.85458e+07
O75629	CREG1_HUMAN	CREG1	Protein CREG1	1.33298e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	6.94416e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	5.59936e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	6.49851e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	5.94011e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	1.37853e+07
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	4.41828e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	1.19025e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.14073e+06
O75717	WDHD1_HUMAN	WDHD1	WD repeat and HMG-box DNA-binding protein 1	5.90862e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	1.55371e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.05683e+07
O75781	PALM_HUMAN	PALM	Paralemmin-1	5.11994e+06
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	5.16404e+06
O75791	GRAP2_HUMAN	GRAP2	GRB2-related adapter protein 2	5.81005e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	2.39048e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	2.84144e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	2.64601e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	9.50702e+06
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	8.33297e+06
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	1.52095e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	2.14488e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	5.62989e+07
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	5.1683e+06
O75882	ATRN_HUMAN	ATRN	Attractin	891845
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	1.22752e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	3.89574e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	4.82656e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	4.79518e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	3.44834e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.57637e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.33805e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	3.26878e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1.74527e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	5.13447e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	2.02233e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	1.75582e+06
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	5.87197e+06
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	2.41725e+06
O75995	SASH3_HUMAN	SASH3	SAM and SH3 domain-containing protein 3	3.82586e+06
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2.08711e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	3.38856e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	4.33632e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	2.91812e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	6.87854e+06
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	2.01453e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	1.38934e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	3.60305e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1.45264e+06
O94766	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	1.43207e+06
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	1.70397e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	9.7257e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	4.53044e+06
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	2.5871e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	1.13847e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	3.76622e+07
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	2.12713e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	1.31545e+07
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	2.41441e+06
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	2.35661e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	1.53633e+07
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	4.80323e+06
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	4.65275e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.63237e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	1.64291e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	1.91912e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	1.1675e+07
O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	1.52321e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	1.47708e+07
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	1.39091e+07
