Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	2.73794e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4.71865e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	2.53093e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	2.45408e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	921940
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1.22222e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	1.1478e+07
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	5.99646e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	1.42076e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.71535e+06
O15049	N4BP3_HUMAN	N4BP3	NEDD4-binding protein 3	2.70059e+07
O15061	SYNEM_HUMAN	SYNM	Synemin	5.67029e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	3.29578e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	3.24402e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1.27553e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	803536
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.15901e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3.06305e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	4.93934e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	2.93203e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	8.5421e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.52421e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.26627e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	1.03549e+07
O15155	BET1_HUMAN	BET1	BET1 homolog	6.66794e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.90719e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.98661e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	2.58944e+07
O15198;P84022;Q15796	SMAD2_HUMAN;SMAD3_HUMAN;SMAD9_HUMAN	SMAD2;SMAD3;SMAD9	Mothers against decapentaplegic homolog 9	6.41076e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.46882e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8.41393e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	3.07014e+07
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	601376
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.92537e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	486568
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	5.96146e+06
O15258	RER1_HUMAN	RER1	Protein RER1	1.41538e+07
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.56154e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	5.72173e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	2.76403e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	698232
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	3.88288e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.32701e+07
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	6.0846e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.462e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	3.68858e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	822312
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	2.63261e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.62787e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.36373e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	8.64588e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.85193e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	978982
O15397	IPO8_HUMAN	IPO8	Importin-8	4.26693e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	948220
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	989847
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	3.41028e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	3.67998e+06
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	386130
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5.76066e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6.44634e+06
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.95962e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2.41958e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	3.85172e+06
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.84232e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	4.02882e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	61849.2
O16202	LYS7_CAEEL	lys-7	Lysozyme-like protein 7	7.47631e+06
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	2.27537e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	1.33568e+07
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	2.80734e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	2.42931e+08
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	2.02087e+07
O16466	ATG18_CAEEL	atg-18	Autophagy-related protein 18	2.29093e+06
O16519	GAD1_CAEEL	gad-1	Gastrulation defective protein 1	523178
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.69317e+07
O16580	GLCM1_CAEEL	gba-1	Putative glucosylceramidase 1	5.94158e+06
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	1.05247e+07
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	2.93846e+06
O16991	TF2B_CAEEL	ttb-1	Transcription initiation factor IIB	6.49643e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	6.69144e+06
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	1.31977e+07
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	1.10979e+08
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	1.81497e+07
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	4.37664e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	9.95828e+06
O17405	PLDL_CAEEL	F09G2.8	Probable phospholipase D F09G2.8	433468
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	1.13203e+06
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	3.37346e+07
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	9.89378e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	7.13008e+06
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	8.40641e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	9.35811e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	1.01668e+08
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	2.21169e+06
O17730	THT2_CAEEL	mpst-1	Putative thiosulfate sulfurtransferase mpst-1	2.70729e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	2.09236e+07
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	2.12996e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.87749e+07
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	8.97962e+06
O17907	CTG1_CAEEL	ctg-1	Protein ctg-1	1.25857e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	6.19514e+06
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	1.86511e+07
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	7.04976e+07
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	822239
O18023	IGDB2_CAEEL	igdb-2	Ig-like and fibronectin type-III domain-containing protein 2	788008
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	8.41947e+06
O18158	OGT1_CAEEL	ogt-1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase	1.11239e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	6.98073e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	4.78307e+06
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	1.28511e+08
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	1.49603e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.82424e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	8.26854e+06
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2.76451e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	7.54702e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.98442e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.53854e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.59208e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.72086e+07
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	7.11213e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	2.28908e+07
O43251;Q9NWB1	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	2.61475e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1.72213e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	2.57296e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	1.03766e+07
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	6.33169e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	290945
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	5.0642e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1.48235e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.56803e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1.23661e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	1.24737e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	6.25566e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	4.82344e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	2.62677e+06
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	258644
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	2.35146e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.8959e+07
O43463	SUV91_HUMAN	SUV39H1	Histone-lysine N-methyltransferase SUV39H1	607331
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	3.52682e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.0898e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	5.91577e+06
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	1.9248e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	6.09215e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	2.08645e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	1.3429e+07
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	4.00698e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.43076e+07
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1.2468e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	8.41205e+06
O43653	PSCA_HUMAN	PSCA	Prostate stem cell antigen	2.91334e+06
O43657	TSN6_HUMAN	TSPAN6	Tetraspanin-6	6.57931e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	7.1891e+06
O43663	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	7.47299e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	621123
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.83598e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	9.82068e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	4.48215e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.32192e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	1.70578e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	5.16246e+07
O43688	PLPP2_HUMAN	PLPP2	Phospholipid phosphatase 2	2.40212e+06
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	9.46122e+07
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	1.05648e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	9.6885e+06
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	1.15877e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.62717e+07
O43739;Q15438;Q99418	CYH1_HUMAN;CYH2_HUMAN;CYH3_HUMAN	CYTH1;CYTH2;CYTH3	Cytohesin-3	1.29828e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	9.97487e+06
O43752	STX6_HUMAN	STX6	Syntaxin-6	187034
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	3.97576e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	2.01072e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.97987e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	2.92038e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	2.96847e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	3.44608e+06
O43805	SSNA1_HUMAN	SSNA1	Sjoegren syndrome nuclear autoantigen 1	1.43792e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.39049e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.68071e+07
O43815	STRN_HUMAN	STRN	Striatin	2.18115e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1.34129e+07
O43819	SCO2_HUMAN	SCO2	Protein SCO2 homolog, mitochondrial	2.4165e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	8.89262e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	284756
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	2.39609e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	9.44499e+06
O43852	CALU_HUMAN	CALU	Calumenin	3.40149e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	4.05945e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	1.69032e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	7.58026e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	2.39331e+06
O44156	PSA1_CAEEL	pas-6	Proteasome subunit alpha type-1	2.78545e+07
O44400	F37C4_CAEEL	F37C4.5	Protein F37C4.5	4.80112e+07
O44408	KGB1_CAEEL	kgb-1	GLH-binding kinase 1	1.74988e+06
O44411	NOG1_CAEEL	nog-1	Nucleolar GTP-binding protein 1	6.12734e+06
O44441	ATIF2_CAEEL	mai-2	ATPase inhibitor mai-2, mitochondrial	1.34693e+08
O44443	YC2BA_CAEEL	C02B10.3	EGF-like domain-containing protein C02B10.3	2.98873e+06
O44451	ODPB_CAEEL	pdhb-1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	4.97634e+07
O44476	RNZ_CAEEL	hoe-1	Ribonuclease Z	810989
O44480	RL18A_CAEEL	rpl-20	60S ribosomal protein L18a	9.62664e+07
O44498;Q9U263	SET26_CAEEL;SET9_CAEEL	set-26;set-9	Histone-lysine N-methyltransferase set-9	1.02352e+06
O44572	TNNI4_CAEEL	tni-4	Troponin I 4	9.23364e+06
O44662	NLP31_CAEEL	nlp-31	Neuropeptide-like protein 31	4.88816e+07
O44730	ZIG7_CAEEL	zig-7	Zwei Ig domain protein zig-7	493219
O44739	BAG1_CAEEL	bag-1	BAG family molecular chaperone regulator 1	7.22398e+06
O44750	XPP_CAEEL	app-1	Xaa-Pro aminopeptidase app-1	8.17391e+06
O44827	FGT1_CAEEL	fgt-1	Facilitated glucose transporter protein 1	7.34173e+06
O44952	LONM_CAEEL	lonp-1	Lon protease homolog, mitochondrial	3.41549e+06
O45100	ATAT1_CAEEL	mec-17	Alpha-tubulin N-acetyltransferase 1	1.85217e+06
O45166	FOLT2_CAEEL	folt-2	Folate-like transporter 2	5.34703e+06
O45168	IFC1_CAEEL	ifc-1	Intermediate filament protein ifc-1	4.10161e+07
O45218	ADAS_CAEEL	ads-1	Alkyldihydroxyacetonephosphate synthase	1.57555e+07
O45228	PROD_CAEEL	prdh-1	Proline dehydrogenase 1, mitochondrial	1.69531e+06
O45241	TR112_CAEEL	C04H5.1	Multifunctional methyltransferase subunit TRM112-like protein	1.05858e+06
O45293	GALT8_CAEEL	gly-8	Probable N-acetylgalactosaminyltransferase 8	5.60826e+06
O45319	TIM13_CAEEL	tin-13	Mitochondrial import inner membrane translocase subunit tim-13	4.00906e+07
O45405	EXL1_CAEEL	exl-1	Chloride intracellular channel exl-1	619864
O45495	UB2V1_CAEEL	uev-1	Ubiquitin-conjugating enzyme E2 variant 1	5.16752e+07
O45499	RS26_CAEEL	rps-26	40S ribosomal protein S26	5.94348e+08
O45551	IF4E1_CAEEL	ife-1	Eukaryotic translation initiation factor 4E-1	4.97438e+06
O45599	CBD1_CAEEL	cbd-1	Chitin-binding domain protein cbd-1	5.44076e+06
O45666	NHR49_CAEEL	nhr-49	Nuclear hormone receptor family member nhr-49	531475
O45679	CYSK2_CAEEL	cysl-2	Bifunctional L-3-cyanoalanine synthase/cysteine synthase	2.96362e+07
O45734	CPL1_CAEEL	cpl-1	Cathepsin L-like	5.965e+07
O45903	MECR1_CAEEL	W09H1.5	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	5.93618e+06
O45924	ODBA_CAEEL	bckd-1A	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	1.91084e+07
O45941;Q9U3R0	U375B_CAEEL;U375E_CAEEL	C08F11.12;Y45F10C.2	UPF0375 protein Y45F10C.2	1.20529e+07
O45944	U375F_CAEEL	Y45F10C.4	UPF0375 protein Y45F10C.4	1.07611e+07
O45946	RL18_CAEEL	rpl-18	60S ribosomal protein L18	1.81635e+08
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.35283e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	7.80111e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.26536e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	7.54018e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	1.89434e+06
O60248	SOX15_HUMAN	SOX15	Protein SOX-15	3.18251e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.78242e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.83974e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	6.96069e+06
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	2.58892e+06
O60293	ZC3H1_HUMAN	ZFC3H1	Zinc finger C3H1 domain-containing protein	1.44505e+06
O60294	TYW4_HUMAN	LCMT2	tRNA wybutosine-synthesizing protein 4	2.32138e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	3.63174e+07
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	8.35788e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	1.37928e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	3.04234e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	9.97004e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.37888e+06
O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	1.03233e+07
O60437	PEPL_HUMAN	PPL	Periplakin	8.44233e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	1.01638e+07
O60487	MPZL2_HUMAN	MPZL2	Myelin protein zero-like protein 2	2.83922e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	9.20865e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	2.0551e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	2.99188e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	2.39353e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	4.97277e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	9.27814e+07
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	5.45793e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	1.49556e+06
O60524	NEMF_HUMAN	NEMF	Nuclear export mediator factor NEMF	5.12704e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	8.2126e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	3.82793e+06
O60566	BUB1B_HUMAN	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	4.53454e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	9.6532e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.55072e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.21744e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	3.02646e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	2.05082e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	3.60186e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	2.14479e+06
O60675	MAFK_HUMAN	MAFK	Transcription factor MafK	5.48247e+06
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	4.91062e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	9.46086e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.37124e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	1.08793e+07
O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	2.10075e+06
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	930400
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	9.83554e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.0399e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	9.48529e+06
O60783	RT14_HUMAN	MRPS14	28S ribosomal protein S14, mitochondrial	5.22256e+06
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.29133e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	2.43419e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.19891e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	4.434e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.88312e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.80756e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	4.12673e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	3.14808e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.09154e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	3.54994e+07
O60907	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	1.63901e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.12373e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	1.29026e+06
O60934	NBN_HUMAN	NBN	Nibrin	2.87041e+06
